collision_date,latitude,longitude,zip_code,contributing_factor_vehicle_1
2019-12-21,40.805737,-73.94065,10035,Unspecified
2019-12-21,40.802544,-73.93668,10035,Driver Inattention/Distraction
2019-12-21,40.815945,-73.937294,10037,Driver Inattention/Distraction
2019-12-21,40.73222,-74.00356,,Following Too Closely
2019-12-21,40.723484,-73.95165,,Following Too Closely
2019-12-21,40.772156,-73.94541,,Following Too Closely
2019-12-21,40.739162,-73.9769,10016,Driver Inattention/Distraction
2019-12-21,40.809048,-73.92856,,Unspecified
2019-12-21,40.728596,-73.98768,,Passing Too Closely
2019-12-21,40.75812,-73.98791,10036,Unspecified
2019-12-21,40.79957,-73.939835,10035,Fell Asleep
2019-12-21,40.780136,-73.988266,,Following Too Closely
2019-12-21,40.76175,-73.95927,10065,Unspecified
2019-12-21,40.755516,-73.961105,,Passing Too Closely
2019-12-21,40.80142,-73.93446,10035,Unspecified
2019-12-21,40.85558,-73.93427,10040,Traffic Control Disregarded
2019-12-21,40.749687,-73.99344,10001,Unspecified
2019-12-21,40.710762,-74.00771,10038,Unspecified
2019-12-21,40.776237,-73.95587,,Driver Inattention/Distraction
2019-12-21,40.745617,-73.99082,10001,Backing Unsafely
2019-12-21,40.802074,-73.93407,,Driver Inexperience
2019-12-21,40.758427,-73.99264,10036,Following Too Closely
2019-12-21,40.73883,-73.983154,10010,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
2019-12-21,40.78324,-73.97455,10024,Unsafe Lane Changing
2019-12-21,40.76015,-73.9988,10036,Driver Inattention/Distraction
2019-12-21,40.76817,-73.9528,10021,Driver Inattention/Distraction
2019-12-21,40.769848,-73.98432,10023,Driver Inattention/Distraction
2019-12-21,40.76661,-73.965,10065,Driver Inattention/Distraction
2019-12-21,40.77972,-73.94434,10028,Unspecified
2019-12-21,40.767838,-73.98137,10019,Unspecified
2019-12-21,40.825905,-73.94712,10031,Driver Inattention/Distraction
2019-12-21,40.76889,-73.9821,,Reaction to Uninvolved Vehicle
2019-12-21,40.76633,-73.95656,10021,Driver Inattention/Distraction
2019-12-21,40.714073,-73.95534,,Following Too Closely
2019-12-21,40.723488,-73.9973,10012,Unspecified
2019-12-21,40.8073,-73.953285,10027,Driver Inattention/Distraction
2019-12-21,40.757694,-74.000595,,Traffic Control Disregarded
2019-12-21,40.830513,-73.94051,10032,Unspecified
2019-12-21,40.752605,-73.9496,,Unspecified
2019-12-21,40.8165,-73.946556,,Passing or Lane Usage Improper
2019-12-21,40.8165,-73.946556,,Passing or Lane Usage Improper
2019-12-21,40.764896,-73.97256,10022,Unspecified
2019-12-21,40.781025,-73.981316,10023,Unspecified
2019-12-21,40.70579,-74.003876,,Reaction to Uninvolved Vehicle
2019-12-21,40.797943,-73.94213,10029,Following Too Closely
2019-12-21,40.759144,-73.96836,10022,Backing Unsafely
2019-12-21,40.823566,-73.93768,,Other Vehicular
2019-12-21,40.796,-73.93542,10029,Driver Inattention/Distraction
2019-12-21,40.79325,-73.97254,10025,Driver Inattention/Distraction
2019-12-21,40.723022,-73.99882,10012,Unspecified
